label,name1,name2,freq
40,公孙瓒,伯圭,1
54,卢植,子干,10
101,刘备,玄德,50
108,刘焉,君郎,9
118,关羽,云长,9
121,许劭,子将,1
155,杨修,德祖,1
172,何进,遂高,2
181,张飞,翼德,12
268,皇甫嵩,义真,5
292,桥玄,公祖,1
344,曹嵩,巨高,3
348,曹操,孟德,2
354,董卓,仲颖,5
385,蔡邕,伯喈,1
