label,name1,name2,freq
40,公孙瓒,伯圭,1
48,孔昱,世元,2
60,乐进,文谦,2
75,吕布,奉先,7
85,伍琼,德瑜,1
99,刘表,景升,7
100,刘岱,公山,1
101,刘备,玄德,4
130,孙坚,文台,15
157,杨彪,文先,2
160,李典,曼成,2
171,岑晊,公孝,1
181,张飞,翼德,1
215,陈翔,仲麟,2
221,苑康,仲真,1
222,范滂,孟溥,1
229,周毖,仲远,1
253,荀爽,慈明,2
261,胡渊,世元,1
281,袁术,公路,3
283,袁绍,本初,13
301,夏侯渊,妙才,3
331,黄盖,公覆,3
332,曹仁,子孝,3
340,曹洪,子廉,2
348,曹操,孟德,7
354,董卓,仲颖,11
363,韩当,义公,1
372,程普,德谋,3
378,蒯良,子柔,1
379,蒯越,异度,5
402,檀敷,文友,2
