label,name1,name2,freq
6,于禁,文则,2
13,马超,孟起,44
15,马腾,寿成,1
101,刘备,玄德,13
123,许褚,仲康,8
127,孙权,仲谋,3
182,张辽,文选,1
188,张郃,隽乂,1
191,张昭,子布,1
218,陈群,长文,4
235,庞德,令明,19
265,钟繇,元常,10
270,郤正,令先,2
301,夏侯渊,妙才,4
306,徐晃,公明,11
321,诸葛亮,孔明,5
332,曹仁,子孝,7
340,曹洪,子廉,17
348,曹操,孟德,27
366,韩遂,文约,13
377,鲁肃,子敬,5
390,管恪,公明,1
