label,name1,name2,freq
6,于禁,文则,2
13,马超,孟起,10
15,马腾,寿成,11
16,王允,子师,1
38,毛玠,孝先,1
71,边让,文礼,1
79,吕虔,子恪,2
107,刘理,奉孝,1
177,应劭,仲远,3
201,张邈,孟卓,2
211,陈宫,公台,2
250,荀攸,公达,2
252,荀彧,文若,4
283,袁绍,本初,2
294,贾诩,文和,4
319,郭嘉,奉孝,3
328,陶谦,恭祖,18
344,曹嵩,巨高,7
348,曹操,孟德,18
354,董卓,仲颖,1
366,韩遂,文约,14
371,程昱,仲德,3
384,满宠,伯宁,2
