label,name1,name2,freq
18,王平,子均,3
31,王朗,景兴,10
75,吕布,奉先,1
99,刘表,景升,1
200,张嶷,伯歧,2
202,张翼,伯恭,5
246,赵云,子龙,14
272,姜维,伯约,40
281,袁术,公路,1
283,袁绍,本初,1
318,郭淮,伯济,7
321,诸葛亮,孔明,54
341,曹真,子丹,13
346,曹睿,元仲,2
354,董卓,仲颖,2
403,魏延,文长,10
