label,name1,name2,freq
6,于禁,文则,21
13,马超,孟起,4
101,刘备,玄德,1
118,关羽,云长,2
235,庞德,令明,59
294,贾诩,文和,1
332,曹仁,子孝,2
348,曹操,孟德,4
384,满宠,伯宁,2
391,廖化,元俭,1
