label,name1,name2,freq
55,申耽,义举,1
76,吕范,子衡,1
88,华歆,子鱼,1
99,刘表,景升,1
104,刘勋,子台,1
105,刘晔,子扬,2
126,孙匡,季佐,1
127,孙权,仲谋,17
142,孙策,伯符,26
175,何曾,颖老,1
185,张纮,子纲,7
191,张昭,子布,11
192,张津,子云,1
219,陈震,孝起,6
232,周瑜,公瑾,10
283,袁绍,本初,7
305,顾雍,元叹,1
319,郭嘉,奉孝,3
326,诸葛瑾,子瑜,1
332,曹仁,子孝,1
348,曹操,孟德,12
363,韩当,义公,1
372,程普,德谋,2
377,鲁肃,子敬,4
381,虞翻,仲翔,1
385,蔡邕,伯喈,1
