label,name1,name2,freq
12,马忠,德信,1
18,王平,子均,5
77,吕凯,季平,2
202,张翼,伯恭,3
241,审配,正南,1
246,赵云,子龙,3
321,诸葛亮,孔明,68
362,蒋琬,公琰,1
395,滕胤,承嗣,1
403,魏延,文长,4
