label,name1,name2,freq
40,公孙瓒,伯圭,1
99,刘表,景升,5
101,刘备,玄德,38
118,关羽,云长,15
137,孙乾,公祜,25
142,孙策,伯符,2
181,张飞,翼德,16
182,张辽,文选,4
219,陈震,孝起,1
246,赵云,子龙,5
283,袁绍,本初,12
300,夏侯敦,元让,1
306,徐晃,公明,1
348,曹操,孟德,8
383,简雍,宪和,9
390,管恪,公明,1
391,廖化,元俭,1
404,糜芳,子方,3
