label,name1,name2,freq
4,丁谧,彦靖,3
5,丁廙,敬礼,1
39,公孙度,升济,1
46,邓止飏,玄茂,1
62,司马师,子元,1
65,司马昭,子尚,1
70,司马懿,仲达,29
74,毕轨,昭先,3
101,刘备,玄德,1
102,刘放,子弃,3
110,刘禅,公嗣,1
127,孙权,仲谋,1
136,孙资,彦龙,3
161,李胜,公昭,9
174,何晏,平叔,9
218,陈群,长文,2
242,孟达,子度,2
282,袁尚,显甫,1
291,桓范,元则,4
299,夏侯威,季权,3
304,夏侯霸,仲权,5
321,诸葛亮,孔明,3
333,曹丕,子桓,1
335,曹宇,彭祖,1
336,曹芳,兰卿,9
341,曹真,子丹,2
342,曹爽,昭伯,18
346,曹睿,元仲,4
348,曹操,孟德,1
