label,name1,name2,freq
6,于禁,文则,2
34,王粲,仲宣,2
49,孔融,文举,8
75,吕布,奉先,1
90,伊籍,机伯,6
96,刘先,始宗,1
99,刘表,景升,13
101,刘备,玄德,30
118,关羽,云长,6
123,许褚,仲康,8
127,孙权,仲谋,4
137,孙乾,公祜,1
160,李典,曼成,2
180,宋忠,仲子,9
181,张飞,翼德,3
182,张辽,文选,1
188,张郃,隽乂,1
246,赵云,子龙,2
252,荀彧,文若,2
269,郗虑,鸿豫,2
275,祢衡,正平,2
283,袁绍,本初,1
301,夏侯渊,妙才,1
310,脂习,元升,2
321,诸葛亮,孔明,12
332,曹仁,子孝,13
340,曹洪,子廉,4
348,曹操,孟德,16
375,傅巽,公悌,4
379,蒯越,异度,4
385,蔡邕,伯喈,1
404,糜芳,子方,3
