label,name1,name2,freq
25,王肃,子雍,1
41,文钦,仲若,1
62,司马师,子元,16
65,司马昭,子尚,9
70,司马懿,仲达,2
198,张缉,敬仲,5
200,张嶷,伯歧,1
202,张翼,伯恭,4
212,陈泰,玄伯,6
270,郤正,令先,1
272,姜维,伯约,12
296,夏侯玄,大初,4
304,夏侯霸,仲权,7
318,郭淮,伯济,11
336,曹芳,兰卿,4
345,曹髦,彦士,3
354,董卓,仲颖,1
391,廖化,元俭,5
