label,name1,name2,freq
6,于禁,文则,1
26,王修,叔治,1
39,公孙度,升济,1
57,田畴,子泰,4
60,乐进,文谦,4
99,刘表,景升,5
101,刘备,玄德,5
107,刘理,奉孝,6
120,许攸,子远,5
123,许褚,仲康,3
135,孙峻,子远,1
160,李典,曼成,3
178,辛毗,佐治,1
182,张辽,文选,5
190,张南,文进,3
250,荀攸,公达,2
282,袁尚,显甫,14
283,袁绍,本初,9
287,袁熙,显奕,15
288,袁谭,显思,6
306,徐晃,公明,2
313,高干,元才,6
319,郭嘉,奉孝,15
333,曹丕,子桓,2
340,曹洪,子廉,3
348,曹操,孟德,14
350,崔琰,季珪,1
364,韩珩,子佩,2
371,程昱,仲德,1
