label,name1,name2,freq
2,丁奉,承渊,6
11,马良,季常,3
61,冯习,休元,6
83,朱然,义封,5
101,刘备,玄德,8
127,孙权,仲谋,1
134,孙桓,叔武,2
190,张南,文进,3
206,陆逊,伯言,21
230,周泰,幼平,5
246,赵云,子龙,4
254,荀勖,公曾,1
307,徐盛,文向,7
312,凌统,公绩,1
321,诸葛亮,孔明,13
329,黄权,公衡,3
332,曹仁,子孝,2
333,曹丕,子桓,1
334,曹休,文烈,2
341,曹真,子丹,2
363,韩当,义公,3
373,程畿,季然,2
