label,name1,name2,freq
2,丁奉,承渊,4
44,邓艾,土载,18
65,司马昭,子尚,2
68,司马望,子初,4
80,吕据,世议,2
110,刘禅,公嗣,2
127,孙权,仲谋,1
128,孙休,子烈,9
133,孙亮,子明,4
135,孙峻,子远,1
138,孙皓,亢宗,1
141,孙綝,子通,21
202,张翼,伯恭,3
210,陈武,子烈,1
244,孟宗,恭武,1
259,胡济,伟度,1
272,姜维,伯约,20
304,夏侯霸,仲权,2
321,诸葛亮,孔明,1
322,诸葛恪,元逊,1
391,廖化,元俭,5
395,滕胤,承嗣,2
