label,name1,name2,freq
2,丁奉,承渊,2
9,卫瓘,伯玉,1
29,王颀,孔硕,1
44,邓艾,土载,24
65,司马昭,子尚,2
81,吕蒙,子明,1
110,刘禅,公嗣,1
113,刘璋,季玉,1
128,孙休,子烈,1
133,孙亮,子明,1
202,张翼,伯恭,1
268,皇甫嵩,义真,1
270,郤正,令先,3
272,姜维,伯约,7
321,诸葛亮,孔明,5
327,诸葛瞻,思远,10
358,董厥,龚袭,2
391,廖化,元俭,1
