label,name1,name2,freq
6,于禁,文则,1
52,甘宁,兴霸,2
61,冯习,休元,6
81,吕蒙,子明,6
83,朱然,义封,10
101,刘备,玄德,4
105,刘晔,子扬,2
127,孙权,仲谋,15
134,孙桓,叔武,20
142,孙策,伯符,1
190,张南,文进,3
191,张昭,子布,4
230,周泰,幼平,2
249,赵咨,德度,6
294,贾诩,文和,2
305,顾雍,元叹,1
307,徐盛,文向,1
312,凌统,公绩,1
321,诸葛亮,孔明,1
326,诸葛瑾,子瑜,12
329,黄权,公衡,1
330,黄忠,汉升,5
333,曹丕,子桓,4
348,曹操,孟德,1
363,韩当,义公,2
377,鲁肃,子敬,3
397,潘璋,文圭,1
