label,name1,name2,freq
4,丁谧,彦靖,2
21,王观,伟台,1
62,司马师,子元,4
65,司马昭,子尚,1
70,司马懿,仲达,25
74,毕轨,昭先,2
119,许允,土宗,3
161,李胜,公昭,2
174,何晏,平叔,3
179,辛敞,泰雍,5
192,张津,子云,1
212,陈泰,玄伯,12
263,种会,士季,1
265,钟繇,元常,1
272,姜维,伯约,12
277,费祎,文伟,1
291,桓范,元则,8
296,夏侯玄,大初,2
304,夏侯霸,仲权,10
314,高柔,文惠,1
318,郭淮,伯济,9
321,诸葛亮,孔明,1
336,曹芳,兰卿,4
341,曹真,子丹,1
342,曹爽,昭伯,21
353,董允,休昭,1
361,蒋济,子通,6
362,蒋琬,公琰,1
