label,name1,name2,freq
6,于禁,文则,5
17,王双,子全,1
34,王粲,仲宣,1
42,文聘,仲业,5
99,刘表,景升,2
101,刘备,玄德,51
105,刘晔,子扬,2
118,关羽,云长,5
123,许褚,仲康,2
137,孙乾,公祜,2
181,张飞,翼德,11
188,张郃,隽乂,4
190,张南,文进,1
246,赵云,子龙,35
250,荀攸,公达,2
283,袁绍,本初,1
308,徐庶,元直,5
321,诸葛亮,孔明,12
332,曹仁,子孝,3
340,曹洪,子廉,4
348,曹操,孟德,19
375,傅巽,公悌,1
379,蒯越,异度,4
383,简雍,宪和,8
403,魏延,文长,6
404,糜芳,子方,5
